idCliente;idRegiao;primeiroNome;nomeMeio;ultimoNome;dataNascimento;estadoCivil;sexo;email;endereco;telefone
26637;316;Thomas;C;Robinson;1964-09-23;M;M;thomas58@adventure-works.com;8354 Sunset Meadows Ln.;348-555-0169
26638;642;Olivia;V;Flores;1964-12-21;S;F;olivia58@adventure-works.com;7682 Alta Vista;980-555-0126
26639;311;Riley;P;Diaz;1964-08-14;M;F;riley18@adventure-works.com;8398 Kathryn Drive;543-555-0176
26640;49;Eduardo;J;Lopez;1965-02-01;S;M;eduardo28@adventure-works.com;8047 Dover Drive;837-555-0113
26641;298;Arturo;J;Xie;1965-02-01;S;M;arturo27@adventure-works.com;8047 Dover Drive;383-555-0115
26642;552;Gabrielle;J;Evans;1963-12-16;M;F;gabrielle45@adventure-works.com;4619 Mount Orange Ct;547-555-0153
26643;66;Benjamin;G;Miller;1964-04-11;M;M;benjamin40@adventure-works.com;9810 Rishell Ct.;645-555-0112
26644;632;Jenna;E;Hernandez;1969-04-17;S;F;jenna17@adventure-works.com;4795 Hawthorne Dr.;169-555-0133
26645;311;Morgan;S;Richardson;1964-02-19;S;F;morgan57@adventure-works.com;8736 E. 62nd Street;559-555-0128
26646;348;Jordyn;NULL;Perry;1980-10-14;S;F;jordyn7@adventure-works.com;6788 Edward Ave;331-555-0195
26647;368;Jasmine;D;Simmons;1969-03-24;S;F;jasmine54@adventure-works.com;7214 Peachwillow;617-555-0161
26648;300;Riley;NULL;Rogers;1975-04-19;S;F;riley38@adventure-works.com;911 Nicholas Drive;990-555-0122
26649;311;Emily;F;Perry;1975-04-03;S;F;emily32@adventure-works.com;5152 Fine Dr.;825-555-0115
26650;336;Kevin;NULL;Collins;1963-11-25;S;M;kevin39@adventure-works.com;7835 Rio Blanco Dr.;837-555-0190
26651;39;Gregory;NULL;Nara;1986-03-14;S;M;gregory20@adventure-works.com;2489 Teakwood Drive;1 (11) 500 555-0191
26652;36;Bruce;F;Moreno;1986-03-10;M;M;bruce29@adventure-works.com;9204 Park Highlands;1 (11) 500 555-0173
26653;2;Kaylee;NULL;Allen;1986-03-10;M;F;kaylee46@adventure-works.com;377 Trees Drive;1 (11) 500 555-0121
26654;32;Kathleen;NULL;Jimenez;1975-01-23;M;F;kathleen7@adventure-works.com;1955 Montgomery Ave;1 (11) 500 555-0156
26655;27;Kelvin;D;Sharma;1975-02-22;M;M;kelvin6@adventure-works.com;465 Falcon Place;1 (11) 500 555-0172
26656;23;Amanda;NULL;Hall;1974-08-26;M;F;amanda66@adventure-works.com;3200 Vine Lane;1 (11) 500 555-0169
26657;39;Lucas;E;Hughes;1980-03-03;S;M;lucas59@adventure-works.com;154 Kentucky Dr.;1 (11) 500 555-0135
26658;32;Darryl;NULL;Liang;1974-11-30;M;M;darryl16@adventure-works.com;3341 Riverside Dr.;1 (11) 500 555-0166
26659;24;Katrina;D;Yuan;1976-02-19;M;F;katrina6@adventure-works.com;9534 Hartnell Court;1 (11) 500 555-0122
26660;22;Kern;A;Sutton;1973-08-21;M;M;kern0@adventure-works.com;5520 Sierra Ridge;1 (11) 500 555-0133
26661;14;Dawn;NULL;Zhu;1973-10-17;S;F;dawn16@adventure-works.com;4469 Dellwood Court;1 (11) 500 555-0171
26662;40;Lori;C;Alvarez;1974-03-13;S;F;lori7@adventure-works.com;2751 Hooftrail Way;1 (11) 500 555-0110
26663;30;Joanna;J;Serrano;1972-12-21;S;F;joanna15@adventure-works.com;296 Bel Air Dr.;1 (11) 500 555-0160
26664;8;Amy;W;Zhu;1973-05-20;M;F;amy20@adventure-works.com;6781 San Jose Ave;1 (11) 500 555-0137
26665;3;Jésus;NULL;Vazquez;1973-04-25;S;M;jésus13@adventure-works.com;475 Santa Maria;1 (11) 500 555-0142
26666;31;Ashlee;L;Beck;1974-09-08;S;F;ashlee4@adventure-works.com;612 Patricia Ave.;1 (11) 500 555-0168
26667;36;Jillian;NULL;Patel;1975-05-19;S;F;jillian3@adventure-works.com;139 Lancelot Drive;1 (11) 500 555-0118
26668;6;Toni;NULL;Madan;1972-12-21;M;F;toni7@adventure-works.com;4284 Boynton Avenue;1 (11) 500 555-0180
26669;24;Curtis;E;Zeng;1972-10-31;M;M;curtis19@adventure-works.com;4089 Frisbie Court;1 (11) 500 555-0168
26670;34;Jerry;NULL;Johnsen;1973-04-04;M;M;jerry12@adventure-works.com;3737 Bellord Ct;1 (11) 500 555-0134
26671;26;Arthur;B;Patel;1973-02-24;M;M;arthur5@adventure-works.com;1560 Harbor View Drive;1 (11) 500 555-0188
26672;12;Kelli;NULL;Sharma;1977-08-03;M;F;kelli32@adventure-works.com;6547 Lexington Road;1 (11) 500 555-0120
26673;40;Austin;NULL;Alexander;1971-11-01;M;M;austin15@adventure-works.com;5953 Pinewood Court;1 (11) 500 555-0140
26674;307;Ashley;NULL;Jackson;1959-03-15;M;F;ashley12@adventure-works.com;6566 Sepulveda Ct.;147-555-0163
26675;358;Natalie;L;King;1962-09-21;M;F;natalie62@adventure-works.com;5146 California Street;232-555-0176
26676;335;Emily;NULL;Jenkins;1963-01-16;M;F;emily31@adventure-works.com;494 Crown Court;336-555-0144
26677;338;William;R;Johnson;1962-05-06;M;M;william17@adventure-works.com;5936 Rising Dawn Way;194-555-0116
26678;54;Miranda;NULL;Hughes;1962-05-20;S;F;miranda11@adventure-works.com;253 Hemlock Drive;444-555-0141
26679;635;Noah;K;Perry;1961-06-30;M;M;noah4@adventure-works.com;3426 Fernwood Drive;519-555-0183
26680;627;Melissa;NULL;Powell;1967-11-09;S;F;melissa3@adventure-works.com;9524 Show Rd;194-555-0127
26681;337;Zachary;NULL;Jackson;1961-10-01;S;M;zachary42@adventure-works.com;7815 Driftwood Drive;674-555-0155
26682;54;Richard;A;Diaz;1970-08-01;M;M;richard77@adventure-works.com;9183 Glenmount Dr.;489-555-0188
26683;68;Mariah;NULL;Simmons;1976-01-31;S;F;mariah20@adventure-works.com;2552 Weatherly Drive;859-555-0111
26684;299;Dustin;L;Andersen;1971-05-22;M;M;dustin13@adventure-works.com;6999 Salem St.;703-555-0184
26685;345;Noah;NULL;Baker;1981-12-15;S;M;noah43@adventure-works.com;98 Roan Lane;832-555-0113
26686;50;Christian;R;Washington;1975-04-12;M;M;christian28@adventure-works.com;4307 D Bel Air Dr;115-555-0119
26687;609;Marshall;NULL;Xu;1970-04-09;M;M;marshall26@adventure-works.com;4553 Morello Ave;543-555-0119
26688;611;Brittney;E;Xu;1975-03-22;M;F;brittney11@adventure-works.com;9755 Glen Road;974-555-0194
26689;299;Arthur;NULL;Gill;1969-11-16;S;M;arthur38@adventure-works.com;2569 Serrana Ct.;404-555-0181
26690;301;Alexia;NULL;Bennett;1970-03-11;M;F;alexia1@adventure-works.com;6992 Ponderosa Drive;396-555-0181
26691;301;Tina;B;Suri;1970-06-05;S;F;tina2@adventure-works.com;3347 Quigley Street;128-555-0124
26692;60;Isabella;L;Brown;1972-11-10;M;F;isabella61@adventure-works.com;3573 Holiday Hills;150-555-0166
26693;68;Charles;NULL;Perez;1967-10-13;M;M;charles40@adventure-works.com;1685 Rose Dr.;747-555-0117
26694;609;Aaron;J;Hughes;1961-12-18;S;M;aaron10@adventure-works.com;3566 Matterhorn Ct;622-555-0113
26695;336;Jocelyn;D;Diaz;1962-03-14;M;F;jocelyn21@adventure-works.com;4444 Acardia Pl;549-555-0150
26696;609;Robyn;NULL;Suarez;1961-04-13;S;F;robyn15@adventure-works.com;6096 Fraga Court;312-555-0195
26697;300;Manuel;NULL;Arun;1985-01-06;M;M;manuel5@adventure-works.com;1437 Donaleen Cr;773-555-0132
26698;329;Brooke;L;Rivera;1969-04-02;M;F;brooke14@adventure-works.com;8297 Pheasant Court;486-555-0148
26699;49;Joan;W;Coleman;1973-10-06;S;F;joan20@adventure-works.com;3202 Jalisco;517-555-0117
26700;50;Sydney;NULL;Ramirez;1973-11-29;S;F;sydney17@adventure-works.com;3925 North 39th Street;141-555-0169
26701;63;Katherine;L;Hill;1973-03-07;M;F;katherine70@adventure-works.com;7936 Hemlock Ave.;929-555-0191
26702;609;Cynthia;NULL;Arun;1973-03-31;M;F;cynthia11@adventure-works.com;9027 Alan Dr;555-555-0151
26703;546;Wyatt;M;Miller;1968-02-17;M;M;wyatt6@adventure-works.com;2520 Almond Street;401-555-0159
26704;300;Frank;G;Alvarez;1973-09-07;S;M;frank35@adventure-works.com;6524 Geriola Court;767-555-0177
26705;361;Eric;L;Jenkins;1973-02-17;S;M;eric15@adventure-works.com;2333 Fillet Ave;111-555-0166
26706;68;Bailey;B;Mitchell;1966-07-16;M;F;bailey31@adventure-works.com;3268 Hazelwood Lane;315-555-0122
26707;300;Sydney;M;Brooks;1977-10-20;M;F;sydney20@adventure-works.com;3792 Westwood Ct.;990-555-0115
26708;307;Katherine;NULL;Washington;1967-05-19;S;F;katherine39@adventure-works.com;3248 Birdhaven Court;601-555-0119
26709;331;Mary;O;King;1961-01-08;S;F;mary32@adventure-works.com;9204 Birch Bark Dr.;456-555-0173
26710;361;Jan;J;Green;1961-05-24;M;F;jan14@adventure-works.com;2574 Red Leaf;306-555-0122
26711;301;Mya;P;Bryant;1961-01-21;S;F;mya18@adventure-works.com;9351 Via Media;867-555-0134
26712;359;Ashley;S;Wilson;1965-03-02;S;F;ashley7@adventure-works.com;9343 Seaview Avenue;589-555-0188
26713;312;Stephanie;R;Edwards;1959-09-23;M;F;stephanie51@adventure-works.com;9028 Alan Dr.;401-555-0198
26714;607;Angela;NULL;Long;1959-08-22;S;F;angela12@adventure-works.com;1727 The Trees Drive;308-555-0112
26715;348;Gabriella;NULL;Bell;1959-12-11;M;F;gabriella12@adventure-works.com;3895 Mt. Tooth Place;346-555-0181
26716;59;Megan;J;Smith;1941-05-19;M;F;megan3@adventure-works.com;9484 Rhoda Way;945-555-0186
26717;536;David;NULL;Simpson;1946-02-23;M;M;david24@adventure-works.com;3956 Stonedale;115-555-0100
26718;337;Richard;NULL;Flores;1947-05-10;M;M;richard67@adventure-works.com;3029 Crescent Ave.;774-555-0146
26719;536;Tamara;NULL;Li;1965-08-24;S;F;tamara34@adventure-works.com;7432 Corte Valencia;208-555-0193
26720;637;Seth;I;Watson;1965-11-04;M;M;seth73@adventure-works.com;5254 Westwood Lane;319-555-0137
26721;299;Paula;L;Jimenez;1966-03-20;S;F;paula8@adventure-works.com;920 Holiday Hills Drive;115-555-0146
26722;315;Alexandra;NULL;McDonald;1971-10-05;M;F;alexandra81@adventure-works.com;4346 Via Rerrari;436-555-0131
26723;372;Devin;A;Kelly;1971-08-29;S;M;devin64@adventure-works.com;4861 Via Valencia;458-555-0128
26724;548;Sydney;NULL;Edwards;1960-03-21;S;F;sydney45@adventure-works.com;9923 Pampered Ct.;116-555-0172
26725;633;Alexis;L;Smith;1959-11-03;M;F;alexis0@adventure-works.com;6820 Gladstone Dr.;660-555-0112
26726;614;Danielle;NULL;Rivera;1959-10-12;S;F;danielle19@adventure-works.com;1711 Fruitwood St.;154-555-0165
26727;545;Jose;NULL;Clark;1959-12-14;M;M;jose80@adventure-works.com;6252 Winding Lane;285-555-0177
26728;368;Elijah;NULL;Roberts;1964-01-30;S;M;elijah33@adventure-works.com;9847 Galloway Dr.;853-555-0136
26729;612;Brian;NULL;Gray;1958-07-12;S;M;brian18@adventure-works.com;8724 Sea Point Way;503-555-0132
26730;50;Rachel;C;Sanchez;1957-10-25;S;F;rachel28@adventure-works.com;8722 Norcross Lane;148-555-0110
26731;343;Ethan;A;Clark;1957-10-08;M;M;ethan36@adventure-works.com;596 Springwood Way;282-555-0179
26732;358;Martin;NULL;Rienstra;1963-08-09;S;M;martin2@adventure-works.com;7148 Elmhurst Lane;387-555-0150
26733;609;Benjamin;A;Smith;1962-09-19;M;M;benjamin46@adventure-works.com;6273 Bel Air Dr.;685-555-0175
26734;618;Morgan;A;Powell;1962-02-12;M;F;morgan78@adventure-works.com;4082 Virginia Hills;837-555-0147
26735;623;Grace;NULL;White;1956-08-13;S;F;grace12@adventure-works.com;1858 Blocking Cr.;574-555-0132
26736;298;Lacey;A;Xu;1955-03-23;S;F;lacey24@adventure-works.com;4903 Franklin Canyon Road;535-555-0129
26737;648;Katherine;A;Young;1955-03-23;S;F;katherine98@adventure-works.com;4903 Franklin Canyon Road;541-555-0177
26738;352;Katherine;M;Simmons;1971-05-03;S;F;katherine41@adventure-works.com;1111 Bayview Cr;186-555-0182
26739;10;Corey;NULL;Shen;1969-11-09;M;M;corey2@adventure-works.com;7128 Seaview Avenue;1 (11) 500 555-0197
26740;23;Donald;A;Lopez;1974-11-17;M;M;donald18@adventure-works.com;8956 Birch Bark Road;1 (11) 500 555-0111
26741;5;Nichole;J;Pal;1973-02-14;M;F;nichole12@adventure-works.com;2765 Robbins Place;1 (11) 500 555-0197
26742;34;James;E;Collins;1932-09-05;M;M;james52@adventure-works.com;5149 Atchinson Stage Ct.;1 (11) 500 555-0193
26743;17;Derek;NULL;Chande;1967-10-12;S;M;derek13@adventure-works.com;2318 Glen Road;1 (11) 500 555-0113
26744;21;Mitchell;NULL;Yuan;1973-08-08;M;M;mitchell6@adventure-works.com;9687 Breck Court;1 (11) 500 555-0119
26745;30;Valerie;J;Huang;1968-05-19;M;F;valerie7@adventure-works.com;9484 Rhoda Way;1 (11) 500 555-0182
26746;20;Amber;NULL;Adams;1972-02-01;S;F;amber16@adventure-works.com;9720 Morning Glory Dr.;1 (11) 500 555-0116
26747;12;Candice;NULL;Cai;1972-01-02;S;F;candice5@adventure-works.com;1345 Bloching Circle;1 (11) 500 555-0147
26748;28;Stacey;NULL;She;1971-09-15;S;F;stacey24@adventure-works.com;9536 Mt. Hood Circle;1 (11) 500 555-0196
26749;25;Rafael;NULL;Sun;1972-03-03;M;M;rafael14@adventure-works.com;3845 Mt. Dell Drive;1 (11) 500 555-0189
26750;6;Randall;NULL;Alvarez;1965-08-08;S;M;randall6@adventure-works.com;9970 San Miguel Rd;1 (11) 500 555-0173
26751;19;Mallory;E;Serrano;1971-07-22;S;F;mallory3@adventure-works.com;4467 Hoover Court;1 (11) 500 555-0163
26752;30;Henry;NULL;Perez;1971-09-15;M;M;henry22@adventure-works.com;2555 Via Rosa;1 (11) 500 555-0113
26753;2;Summer;G;Patel;1971-07-20;S;F;summer3@adventure-works.com;6705 Tweed Lane;1 (11) 500 555-0185
26754;36;Candice;J;Zimmerman;1966-04-01;S;F;candice3@adventure-works.com;4643 Elkwood Dr.;1 (11) 500 555-0137
26755;13;Brendan;NULL;Jai;1970-12-01;M;M;brendan9@adventure-works.com;8839 Seaview Dr.;1 (11) 500 555-0140
26756;27;Brooke;P;Gray;1971-02-24;S;F;brooke6@adventure-works.com;4997 Clayburn Rd;1 (11) 500 555-0180
26757;33;Evan;Y;Rivera;1964-09-10;S;M;evan18@adventure-works.com;353 Citrus Ave.;1 (11) 500 555-0132
26758;8;Damien;C;Zhang;1964-08-29;S;M;damien0@adventure-works.com;5176 Conifer Court;1 (11) 500 555-0118
26759;21;Hailey;C;Allen;1968-08-27;M;F;hailey62@adventure-works.com;493 Terry Lynn Lane;1 (11) 500 555-0179
26760;40;Katherine;F;Butler;1980-04-12;S;F;katherine40@adventure-works.com;9361 Corte Del Sol;1 (11) 500 555-0140
26761;23;Tabitha;D;Prasad;1968-01-01;M;F;tabitha7@adventure-works.com;5778 Hames Dr.;1 (11) 500 555-0130
26762;38;Rachael;D;Perez;1967-10-08;M;F;rachael20@adventure-works.com;1693 Ohara Avenue;1 (11) 500 555-0111
26763;4;Grant;B;Shen;1966-08-13;M;M;grant4@adventure-works.com;6448 Castle Court;1 (11) 500 555-0195
26764;4;Alvin;NULL;Li;1966-08-09;M;M;alvin4@adventure-works.com;824 Gregory Drive;1 (11) 500 555-0110
26765;8;Dominique;H;Chandra;1966-08-31;S;F;dominique2@adventure-works.com;9768 Glenellen Court;1 (11) 500 555-0192
26766;13;Jodi;NULL;Andersen;1972-09-07;M;F;jodi13@adventure-works.com;6920 Merriewood Drive;1 (11) 500 555-0183
26767;14;Alisha;C;Goel;1979-10-18;S;F;alisha44@adventure-works.com;3002 Carmel Drive;1 (11) 500 555-0133
26768;11;Cristina;NULL;Shen;1963-06-11;M;F;cristina2@adventure-works.com;6076 Glen Arms Drive;1 (11) 500 555-0126
26769;17;Holly;V;Sai;1941-11-17;M;F;holly7@adventure-works.com;2606 Lacanda;1 (11) 500 555-0115
26770;22;Katie;Z;Ashe;1965-11-19;M;F;katie24@adventure-works.com;6291 Withersed Lane;1 (11) 500 555-0116
26771;34;Eric;L;Shan;1965-11-30;M;M;eric39@adventure-works.com;4192 East 39th Street;1 (11) 500 555-0112
26772;9;Jamie;C;Hu;1965-08-19;M;F;jamie24@adventure-works.com;3022 Adobe St;1 (11) 500 555-0110
26773;38;Meghan;B;Martin;1971-03-14;M;F;meghan0@adventure-works.com;6179 Mt. Hamilton Dr.;1 (11) 500 555-0172
26774;34;Arianna;E;Ross;1979-09-06;M;F;arianna4@adventure-works.com;6004 Peabody Road;1 (11) 500 555-0176
26775;383;Riley;NULL;Bryant;1982-04-21;M;F;riley15@adventure-works.com;5834 Martindale;484-555-0167
26776;299;Jenny;F;Guo;1982-03-25;S;F;jenny19@adventure-works.com;9563 Pennsylvania Blvd.;129-555-0113
26777;369;Andrew;L;Clark;1986-02-13;S;M;andrew26@adventure-works.com;7883 Mitchell Canyon Court;270-555-0189
26778;641;Sierra;A;Perez;1980-12-07;S;F;sierra11@adventure-works.com;6558 Pacifica Ave.;617-555-0161
26779;347;Alexandra;J;Henderson;1985-12-10;M;F;alexandra28@adventure-works.com;5899 Mt. Wilson Place;944-555-0172
26780;326;Julia;J;Butler;1985-08-02;S;F;julia80@adventure-works.com;6332 N. Thompson Rd;227-555-0134
26781;634;Jan;D;Cox;1985-06-02;M;F;jan8@adventure-works.com;9429 Geraldine Dr;660-555-0112
26782;69;Seth;NULL;Lewis;1986-03-25;S;M;seth20@adventure-works.com;516 Oak Park Blvd.;129-555-0114
26783;644;Juan;NULL;Torres;1985-10-17;M;M;juan14@adventure-works.com;8761 Garnet Lane;714-555-0128
26784;19;Walter;NULL;Torres;1952-04-05;S;M;walter5@adventure-works.com;417 Mt. Alpine Pl.;1 (11) 500 555-0127
26785;32;Raul;L;Raje;1943-03-14;M;M;raul11@adventure-works.com;635 Chickpea Ct.;1 (11) 500 555-0121
26786;314;Seth;R;Smith;1983-10-29;S;M;seth0@adventure-works.com;5932 Houston Ct.;216-555-0199
26787;609;Austin;N;Moore;1984-03-03;S;M;austin45@adventure-works.com;9609 W 74th St.;381-555-0191
26788;307;Destiny;C;Howard;1983-11-08;S;F;destiny37@adventure-works.com;9021 Onley Dr;776-555-0156
26789;55;Chase;F;Morris;1984-05-09;S;M;chase19@adventure-works.com;7030 Galloway Dr.;722-555-0153
26790;368;Chloe;L;Cook;1982-08-21;S;F;chloe50@adventure-works.com;7350 Pinon;417-555-0134
26791;573;Kelvin;M;Nath;1983-05-04;S;M;kelvin15@adventure-works.com;3538 Olivewood Ct.;716-555-0187
26792;299;Casey;NULL;Torres;1982-12-04;S;M;casey35@adventure-works.com;9737 Oak Creek Ct;932-555-0117
26793;374;Jesse;M;Nelson;1982-09-15;S;M;jesse34@adventure-works.com;3352 Alicante Court;542-555-0136
26794;536;Michele;NULL;Dominguez;1985-05-25;M;F;michele46@adventure-works.com;8158 Pheasant Court;644-555-0186
26795;19;Elijah;L;Shan;1946-01-10;M;M;elijah5@adventure-works.com;1258 Yarrow Dr;1 (11) 500 555-0119
26796;12;Warren;J;Raji;1946-09-19;S;M;warren12@adventure-works.com;9137 San Remo Ct.;1 (11) 500 555-0125
26797;22;Marshall;H;Hu;1954-04-18;S;M;marshall18@adventure-works.com;2774 Eagle Peak;1 (11) 500 555-0134
26798;637;Jeremiah;NULL;Garcia;1981-07-10;M;M;jeremiah7@adventure-works.com;1887 Mt. Diablo St;456-555-0130
26799;312;Ryan;G;Russell;1982-03-19;M;M;ryan23@adventure-works.com;1104 O St.;696-555-0187
26800;315;Lauren;NULL;Lewis;1982-04-06;S;F;lauren39@adventure-works.com;593 Chatworth;836-555-0132
26801;385;Wyatt;NULL;Washington;1982-01-16;M;M;wyatt63@adventure-works.com;2279 Pineview Lane;210-555-0123
26802;63;Lucas;W;Sanders;1981-05-12;S;M;lucas74@adventure-works.com;4398 Clayburn Road;175-555-0166
26803;338;Xavier;W;Bennett;1979-08-07;M;M;xavier64@adventure-works.com;8540 Ravenwood Dr.;557-555-0185
26804;372;Trinity;B;Sanders;1980-05-11;S;F;trinity3@adventure-works.com;4083 Mendocino Drive;245-555-0135
26805;335;Alexandria;NULL;Reed;1979-04-08;S;F;alexandria41@adventure-works.com;9593 Singingwood Court;369-555-0165
26806;68;Caleb;K;Mitchell;1976-09-16;M;M;caleb41@adventure-works.com;2665 Rosina Court;954-555-0166
26807;335;Angel;H;Hall;1976-09-08;S;M;angel43@adventure-works.com;6384 Virgina Hills Drive;391-555-0120
26808;614;Kimberly;NULL;Howard;1976-01-23;S;F;kimberly15@adventure-works.com;8885 Riber Ash Court;812-555-0179
26809;355;Julia;E;Morgan;1971-05-04;S;F;julia50@adventure-works.com;1403 Mcmillan Ave.;700-555-0173
26810;54;Melanie;M;Stewart;1976-05-09;S;F;melanie46@adventure-works.com;9667 Argonne Drive;272-555-0181
26811;301;Rachael;NULL;Sanchez;1976-09-30;S;F;rachael19@adventure-works.com;2022 Highridge Court;323-555-0128
26812;352;James;NULL;Hernandez;1971-03-08;M;M;james68@adventure-works.com;3602 Banyan Circle;151-555-0115
26813;307;Xavier;M;Diaz;1971-01-12;S;M;xavier62@adventure-works.com;9632 S. Silver Spring;601-555-0132
26814;644;Alex;NULL;Hernandez;1970-10-02;M;M;alex49@adventure-works.com;5957 Pacifica Ave.;581-555-0137
26815;543;Erin;NULL;Cox;1970-10-31;M;F;erin15@adventure-works.com;9643 Ida Ave;131-555-0115
26816;206;Ronnie;NULL;Wu;1973-09-06;M;M;ronnie6@adventure-works.com;5757, avenue de l´ Union Centrale;1 (11) 500 555-0183
26817;236;Melvin;NULL;Ashe;1979-10-19;S;M;melvin21@adventure-works.com;3009 Temple Court;1 (11) 500 555-0182
26818;131;Eduardo;NULL;Coleman;1978-06-12;S;M;eduardo50@adventure-works.com;Am Gallberg 2282;1 (11) 500 555-0125
26819;175;Devin;NULL;Mitchell;1972-08-20;M;M;devin34@adventure-works.com;Unter Linden 644;1 (11) 500 555-0144
26820;257;Carol;E;Nath;1972-10-29;M;F;carol9@adventure-works.com;3982 Ram Circle;1 (11) 500 555-0193
26821;155;Tamara;NULL;Guo;1972-08-20;M;F;tamara7@adventure-works.com;Rotthäuser Weg 101;1 (11) 500 555-0114
26822;158;Cindy;NULL;Gonzalez;1972-08-08;S;F;cindy17@adventure-works.com;Wolfgangstraße 48;1 (11) 500 555-0186
26823;115;Kaitlin;S;Raman;1972-10-29;S;F;kaitlin12@adventure-works.com;Wasserstr 63;1 (11) 500 555-0111
26824;249;Theresa;NULL;Blanco;1971-09-03;S;F;theresa11@adventure-works.com;6780 Ware Ct.;1 (11) 500 555-0181
26825;132;Jamie;NULL;Jimenez;1977-10-06;M;M;jamie29@adventure-works.com;Postfach 8 44 99;1 (11) 500 555-0164
26826;138;Kendra;NULL;Romero;1977-07-02;S;F;kendra9@adventure-works.com;Rykestr 0581;1 (11) 500 555-0119
26827;198;Renee;L;Rubio;1972-07-17;S;F;renee19@adventure-works.com;21, impasse Notre-Dame;1 (11) 500 555-0165
26828;209;Stephanie;A;Rivera;1984-02-03;M;F;stephanie13@adventure-works.com;167, rue de la Comédie;1 (11) 500 555-0142
26829;155;Morgan;NULL;Evans;1978-09-19;M;F;morgan0@adventure-works.com;Postfach 55 00 00;1 (11) 500 555-0119
26830;273;Levi;NULL;Perez;1972-03-21;M;M;levi19@adventure-works.com;5814 Homestead Avenue;1 (11) 500 555-0158
26831;174;Drew;D;Raje;1971-09-01;M;M;drew15@adventure-works.com;Platz des Landtags 44;1 (11) 500 555-0133
26832;118;Kate;J;Xie;1977-01-30;M;F;kate2@adventure-works.com;Waldstr 91;1 (11) 500 555-0169
26833;238;Kelvin;M;Rai;1971-07-13;M;M;kelvin14@adventure-works.com;9011 Blackburn Ct.;1 (11) 500 555-0182
26834;231;Teresa;A;Romero;1971-08-29;M;F;teresa9@adventure-works.com;7752 Sunset Meadows Ln.;1 (11) 500 555-0173
26835;224;Kyle;C;Turner;1976-01-06;M;M;kyle35@adventure-works.com;39, boulevard Beau Marchais;1 (11) 500 555-0151
26836;267;Hector;A;Diaz;1970-12-08;S;M;hector1@adventure-works.com;7128 Joan Ave.;1 (11) 500 555-0132
26837;244;Albert;NULL;Martin;1970-09-04;M;M;albert3@adventure-works.com;672 Chrisland Court;1 (11) 500 555-0116
26838;187;Cassie;NULL;Shan;1971-06-03;S;F;cassie9@adventure-works.com;1788, rue de la Comédie;1 (11) 500 555-0181
26839;209;Jeremy;K;Nelson;1970-08-18;S;M;jeremy12@adventure-works.com;2781 Cresent Dr.;1 (11) 500 555-0125
26840;209;Eric;L;Yang;1976-03-15;M;M;eric35@adventure-works.com;759, rue de Bas Marin;1 (11) 500 555-0119
26841;205;Roberto;D;Jiménez;1971-02-10;M;M;roberto5@adventure-works.com;80112, rue des Pyrenees;1 (11) 500 555-0123
26842;243;Felicia;A;Alonso;1969-12-23;M;F;felicia7@adventure-works.com;2427 Notre Dame Ave.;1 (11) 500 555-0149
26843;160;Noah;NULL;Gonzalez;1934-08-08;S;M;noah35@adventure-works.com;Parise Straße 56;1 (11) 500 555-0124
26844;236;Erin;P;Cooper;1935-11-24;S;F;erin13@adventure-works.com;6838 El Rancho Drive;1 (11) 500 555-0172
26845;174;Theodore;M;Ortega;1970-03-26;S;M;theodore23@adventure-works.com;Waldstr 66;1 (11) 500 555-0156
26846;240;Dustin;R;Kumar;1970-01-11;M;M;dustin7@adventure-works.com;7496 Sunset Meadows;1 (11) 500 555-0180
26847;157;Brent;NULL;Yang;1969-07-04;S;M;brent4@adventure-works.com;Welt Platz 456;1 (11) 500 555-0195
26848;241;Alisha;NULL;Rai;1970-05-17;M;F;alisha42@adventure-works.com;7628 Beech Ct;1 (11) 500 555-0140
26849;252;Billy;B;Martin;1968-07-17;M;M;billy1@adventure-works.com;2941 San Anton Lane;1 (11) 500 555-0145
26850;232;Terry;H;Luo;1979-12-13;S;M;terry9@adventure-works.com;204 Longbrook Way;1 (11) 500 555-0191
26851;155;Diane;NULL;Alvarez;1969-05-19;S;F;diane9@adventure-works.com;Zollstr 68;1 (11) 500 555-0162
26852;174;Karen;H;She;1968-12-02;M;F;karen32@adventure-works.com;Kappellweg 664;1 (11) 500 555-0119
26853;207;Shane;NULL;Rana;1971-07-13;S;M;shane14@adventure-works.com;45, avenue du Port;1 (11) 500 555-0111
26854;187;Jonathan;NULL;Hayes;1971-07-13;S;M;jonathan22@adventure-works.com;33, rue du Puits Dixme;1 (11) 500 555-0194
26855;222;Carla;NULL;Fernandez;1971-12-07;M;F;carla18@adventure-works.com;59, rue Jean Mermoz;1 (11) 500 555-0111
26856;221;Jessica;NULL;Brooks;1971-05-03;M;F;jessica22@adventure-works.com;33bis, rue des Peupliers;1 (11) 500 555-0171
26857;166;Willie;NULL;Anand;1982-03-12;M;M;willie41@adventure-works.com;Reiherweg 5924;1 (11) 500 555-0115
26858;271;Samuel;L;Lopez;1970-11-05;M;M;samuel51@adventure-works.com;7074 N. Spoonwood Court;1 (11) 500 555-0175
26859;226;Darrell;M;Pal;1970-01-10;M;M;darrell20@adventure-works.com;910bis, boulevard du Montparnasse;1 (11) 500 555-0151
26860;237;Olivia;H;Miller;1975-10-24;M;F;olivia5@adventure-works.com;1828 Blackburn Ct.;1 (11) 500 555-0114
